,class,author_dot,author_lc,author_len,author_mismatch,author_num,author_oth,author_uc,box_nonother_types,box_other_only,company_mismatch,count_acroform,count_acroform_obs,count_action,count_action_obs,count_box_a4,count_box_legal,count_box_letter,count_box_other,count_box_overlap,count_endobj,count_endstream,count_eof,count_font,count_font_obs,count_image_large,count_image_med,count_image_small,count_image_total,count_image_xlarge,count_image_xsmall,count_javascript,count_javascript_obs,count_js,count_js_obs,count_obj,count_objstm,count_objstm_obs,count_page,count_page_obs,count_startxref,count_stream,count_stream_diff,count_trailer,count_xref,createdate_dot,createdate_mismatch,createdate_ts,createdate_tz,createdate_version_ratio,creator_dot,creator_lc,creator_len,creator_mismatch,creator_num,creator_oth,creator_uc,delta_ts,delta_tz,image_mismatch,image_totalpx,keywords_dot,keywords_lc,keywords_len,keywords_mismatch,keywords_num,keywords_oth,keywords_uc,len_obj_avg,len_obj_max,len_obj_min,len_stream_avg,len_stream_max,len_stream_min,moddate_dot,moddate_mismatch,moddate_ts,moddate_tz,moddate_version_ratio,pdfid0_dot,pdfid0_lc,pdfid0_len,pdfid0_mismatch,pdfid0_num,pdfid0_oth,pdfid0_uc,pdfid1_dot,pdfid1_lc,pdfid1_len,pdfid1_mismatch,pdfid1_num,pdfid1_oth,pdfid1_uc,pdfid_mismatch,pos_acroform_avg,pos_acroform_max,pos_acroform_min,pos_box_avg,pos_box_max,pos_box_min,pos_eof_avg,pos_eof_max,pos_eof_min,pos_image_avg,pos_image_max,pos_image_min,pos_page_avg,pos_page_max,pos_page_min,producer_dot,producer_lc,producer_len,producer_mismatch,producer_num,producer_oth,producer_uc,ratio_imagepx_size,ratio_size_obj,ratio_size_page,ratio_size_stream,size,subject_dot,subject_lc,subject_len,subject_mismatch,subject_num,subject_oth,subject_uc,title_dot,title_lc,title_len,title_mismatch,title_num,title_oth,title_uc,version
0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010227272727272727,0.002864663982657169,0.0,0.009423390383048085,0.00674865026994601,0.30000000000000004,0.003136506204827492,0.0,0.0,0.03773584905660377,0.030172413793103446,0.013114754098360656,0.0,0.0011037527593818985,0.0,0.0,0.007042253521126761,0.0,0.009271995516837333,0.0,0.0,0.010227272727272727,0.0,0.30000000000000004,0.00674865026994601,0.058823529411764705,0.1875,0.1875,0.0,0.010869565217391304,0.9792055677397277,0.08695652173913043,0.5142977291841884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4967600914130025,0.5517241379310345,0.05945945945945946,0.0053381448224658545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007995405213612337,0.0007980001653450738,0.0202020202020202,0.0009729234493988773,0.000811326624124566,0.00011348313106634091,0.0,0.25,0.9792048103454027,0.08695652173913043,0.560923406207002,0.0,0.0,1.0,0.3333333333333333,0.75,0.0,0.5238095238095237,0.0,0.0,1.0,0.25,0.6551724137931034,0.0,0.5909090909090909,1.0,0.0,0.0,0.0,0.7497865249698581,0.956305587629587,0.508683494369998,0.6405763532915826,0.9999342706893807,0.010586361994340588,0.6944545190961274,0.8142431706831206,0.5721311116961927,0.7279264209731551,0.9580638533832171,0.5106877651466991,0.0005138746145940391,0.0019065776930409914,0.0010344982683398551,0.1111111111111111,0.00021570319240724764,0.000711997152011392,0.25,0.026431024403031796,0.0007347203872632771,7.075253478746704e-10,5.6850437780968804e-08,0.006468133033454846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32786885245901637,0.29900332225913623,0.003389830508474576,0.02185792349726776,0.18571428571428572,0.18309859154929578,0.5
1,-1,0.0,0.0,0.04263565891472868,0.2,0.0,0.06818181818181818,0.1038961038961039,0.003409090909090909,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.003409090909090909,0.0010065035614741406,0.0,0.00356560717196414,0.008848230353929213,0.5,0.0009545888449474976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034133170309236334,0.02508361204013378,0.0,0.003409090909090909,0.0,0.5,0.008848230353929213,0.058823529411764705,0.0,0.0,0.0,0.010869565217391304,0.9607019704163458,0.2608695652173913,0.2883375385477993,0.25,0.4615384615384615,0.1987179487179487,0.14285714285714285,0.02040816326530612,0.10638297872340426,0.42857142857142855,0.48633721233593463,0.5517241379310345,0.0,0.0,0.0,0.035532994923857864,0.029304029304029304,0.08333333333333333,0.0,0.0,0.015873015873015872,0.00411126605770521,0.0031791560581921246,0.27272727272727276,0.0015485504132694524,0.0031941606903142456,0.00011348313106634091,0.0,0.25,0.9814075381957935,0.2608695652173913,0.32120470876012847,0.0,0.0,1.0,0.3333333333333333,0.8214285714285714,0.0,0.42857142857142855,0.0,0.0,1.0,0.5,0.6551724137931034,0.0,0.5909090909090909,1.0,0.7909702223527468,0.9505214574882451,0.5055278598553118,0.5874880834289429,0.9956434864269903,0.5051132630057095,0.652145972345033,0.9999658333241235,0.0044636722254198825,0.0,0.0,0.0,0.6707568552429076,0.8155084380858965,0.5063117610372628,0.0005138746145940391,0.0024513141767669886,0.0013943237529798049,0.1111111111111111,0.00021570319240724764,0.00088999644001424,0.5,0.0,0.0039968249490729595,3.331927968083155e-09,6.906891888669325e-08,0.00995455140853706,0.0,0.19672131147540983,0.15012106537530268,0.125,0.0,0.0975609756097561,0.09523809523809523,0.0,0.01639344262295082,0.05647840531561462,0.003389830508474576,0.0273224043715847,0.07142857142857142,0.056338028169014086,0.875
2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016258903685351502,0.0,0.0041768541157294215,0.0019496100779844028,0.1,0.002863766534842493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00402465739467115,0.0,0.0,0.013636363636363636,0.0,0.1,0.0031493701259748047,0.29411764705882354,0.0625,0.0625,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.02564102564102564,0.019230769230769232,0.14285714285714285,0.0,0.0,0.14285714285714285,0.4967601380665235,0.5517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005949840981188664,0.00392881380790172,0.3535353535353536,0.012372387312685335,0.008890495661247546,0.01759989853272987,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573566419947024,0.9925720069085491,0.5248051460908604,0.9999803966956528,0.9999798451872244,0.9999803966956528,0.0,0.0,0.0,0.6617496192583221,0.7926387420389839,0.5245892421693952,0.0005138746145940391,0.0006809206046574968,0.0005397382269599245,0.1111111111111111,0.00032355478861087147,0.000355998576005696,0.16666666666666666,0.0,0.005880372812196681,1.3861081764460795e-09,3.87238277981736e-07,0.016805893476249403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3,-1,0.0,0.06818181818181818,0.046511627906976744,0.2,0.0,0.022727272727272728,0.025974025974025976,0.011363636363636364,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0002322700526478786,0.0,0.002852485737571312,0.0035992801439712055,0.2,0.001636438019909996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027000866065515308,0.018394648829431436,0.0,0.011363636363636364,0.0,0.2,0.0035992801439712055,0.058823529411764705,0.125,0.125,0.0,0.0,0.0,0.43477053140096616,0.0,0.25,0.41025641025641024,0.1858974358974359,0.14285714285714285,0.02040816326530612,0.10638297872340426,0.42857142857142855,0.06479359852855049,0.7241283524904214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127702785000041,0.0009086972910031261,0.0808080808080808,0.0016525957172604311,0.000922492851264259,0.00020026434894060158,0.0,0.125,0.8581537430132716,0.21739130434782608,0.49151505885950164,0.0,0.9444444444444444,1.0,0.3333333333333333,0.5357142857142857,0.0,0.0,0.0,0.7777777777777777,1.0,0.125,0.6206896551724138,0.0,0.0,1.0,0.0,0.0,0.0,0.6043529883744733,0.6903002113617548,0.5109039827868455,0.5036624104135574,0.9999312120710487,0.007393057275689587,0.0,0.0,0.0,0.6130401151704545,0.6899832401650341,0.5105604160955012,0.0005138746145940391,0.0027236824186299873,0.0013943237529798049,0.1111111111111111,0.00021570319240724764,0.001067995728017088,0.25,0.0,0.0030477902248137387,6.053285250368711e-10,1.1489783298946383e-07,0.006177329632230806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053156146179401995,0.02711864406779661,0.0,0.02857142857142857,0.1971830985915493,0.5
4,-1,0.125,0.20454545454545456,0.18604651162790697,0.2,0.0,0.29545454545454547,0.1038961038961039,0.0017045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017045454545454545,0.0001548467017652524,0.0,0.0008659331703341483,0.0007498500299940011,0.1,0.0006818491749624983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007132304243721024,0.0,0.0,0.003409090909090909,0.0,0.1,0.0011997600479904018,0.14705882352941174,0.0625,0.0625,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4967601380665235,0.5517241379310345,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0014657497414838124,0.0008629237960052817,0.3535353535353536,0.0015442205688442332,0.000845190285753254,0.001515333573650552,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363644730112419,0.7667163704583597,0.6820730061037095,0.9995904100807618,0.9995898587874186,0.9995904100807618,0.0,0.0,0.0,0.7587632830328226,0.7735035770276716,0.740271294325875,0.0,0.00435789186980798,0.0023838438357396663,0.1111111111111111,0.0,0.00177999288002848,0.9166666666666666,0.0,0.0015427272371807302,3.298266088122911e-10,4.9996954923259334e-08,0.0009472230583146606,0.2,0.06147540983606558,0.04842615012106538,0.125,0.0,0.03658536585365854,0.031746031746031744,0.2727272727272727,0.07650273224043716,0.09302325581395349,0.003389830508474576,0.0,0.12857142857142856,0.07042253521126761,0.375
5,-1,0.0,0.08333333333333334,0.05426356589147287,0.2,0.0,0.022727272727272728,0.025974025974025976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006193868070610096,0.0,0.002037489812550937,0.001349730053989202,0.1,0.0009545888449474976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018849661215548422,0.0,0.0,0.003409090909090909,0.0,0.1,0.001349730053989202,0.058823529411764705,0.0625,0.0625,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.07692307692307693,0.02564102564102564,0.14285714285714285,0.0,0.0,0.07142857142857142,0.4967601380665235,0.5517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317476196437917,0.4472922875864617,0.04040404040404041,0.21265935971742753,0.4472880578512783,0.002383145752393159,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9269499985603044,0.9994262539187233,0.5016351171043791,0.9999989990750121,0.9999984475563242,0.9999989990750121,0.0,0.0,0.0,0.821321689322663,0.9815942682176171,0.5015334130606692,0.0010277492291880781,0.0017703935721094918,0.0014842801241397921,0.1111111111111111,0.0004314063848144953,0.001245995016019936,0.75,0.0,0.13168873638096337,5.8386302004666914e-08,9.739628431605713e-06,0.1751364572533806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.22950819672131148,1.0,0.003389830508474576,1.0,1.0,0.08450704225352113,0.375
6,-1,0.0,0.045454545454545456,0.023255813953488372,0.2,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.000387116754413131,0.0,0.0020884270578647108,0.0016496700659868026,0.2,0.001636438019909996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019359111518671354,0.0,0.0,0.005681818181818182,0.0,0.2,0.0016496700659868026,0.058823529411764705,0.125,0.125,0.0,0.0,0.0,0.43477053140096616,0.0,0.75,0.358974358974359,0.16666666666666666,0.14285714285714285,0.04081632653061224,0.10638297872340426,0.21428571428571427,0.05069100889913353,0.4827490421455939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031831079868004345,0.003947263328844729,0.0808080808080808,0.004116220527623014,0.003959012358134612,0.0006408459166099251,0.0,0.125,0.8861702419060069,0.5217391304347826,0.5075676502063904,0.0,0.5555555555555556,1.0,0.3333333333333333,0.7857142857142857,0.0,0.0,0.0,0.5555555555555556,1.0,0.125,0.7586206896551724,0.0,0.0,1.0,0.0,0.0,0.0,0.6517594861480915,0.9505788970073241,0.5091396604797923,0.504903635945565,0.9999080975659844,0.009898622855397448,0.0,0.0,0.0,0.6039257321161674,0.7003257288187374,0.5087108527183936,0.0005138746145940391,0.0027236824186299873,0.0013943237529798049,0.1111111111111111,0.00021570319240724764,0.001067995728017088,0.25,0.0,0.003128849939999458,9.194196794664813e-10,1.983752837734549e-07,0.004602601780319499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.12021857923497267,0.10631229235880399,0.003389830508474576,0.0,0.08571428571428572,0.056338028169014086,0.5
7,-1,0.0,0.0,0.06976744186046512,0.2,0.0,0.13636363636363635,0.15584415584415584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013161969650046454,0.0,0.0032599837000814994,0.0050989802039592075,0.30000000000000004,0.0013636983499249965,0.0,0.029411764705882353,0.0,0.0,0.001092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.003107646849049875,0.005016722408026756,0.0,0.0022727272727272726,0.0,0.30000000000000004,0.0050989802039592075,0.058823529411764705,0.25,0.25,0.0,0.021739130434782608,0.9973633225377301,0.21739130434782608,0.523829548640314,0.5,0.2564102564102564,0.16666666666666666,0.42857142857142855,0.04081632653061224,0.14893617021276595,0.3571428571428571,0.4965699511001819,0.5517241379310345,0.0,0.008258998999246842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01910976590180348,0.08500885343467025,0.10101010101010102,0.012930724600967764,0.08499241921064506,8.344347872525066e-05,0.0,0.25,0.9977402860939886,0.21739130434782608,0.5714722519492432,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.8571428571428571,0.0,0.0,1.0,0.25,0.8620689655172413,0.0,0.3181818181818182,1.0,0.0,0.0,0.0,0.7551850650526464,0.9381972561098377,0.5022736898273534,0.6504622975643571,0.9999899765166357,0.0027465083939825154,0.537152332799308,0.532593164334236,0.5372615422299973,0.7206268502443058,0.9384460963146478,0.5027485056227614,0.0005138746145940391,0.0013618412093149936,0.0009445418971798677,0.1111111111111111,0.00021570319240724764,0.000711997152011392,0.41666666666666663,0.006464136348546758,0.019266875456881192,2.0791874537457656e-08,5.971190495060948e-07,0.04152244072104612,0.0,0.26229508196721313,0.21307506053268765,0.125,0.0,0.15853658536585366,0.1746031746031746,0.0,0.0546448087431694,0.06976744186046512,0.003389830508474576,0.02185792349726776,0.05714285714285714,0.04225352112676056,0.5
8,-1,0.0,0.030303030303030304,0.015503875968992248,0.2,0.0,0.0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011363636363636363,0.0004645401052957572,0.0,0.001884678076609617,0.0028494301139772044,0.2,0.0005454793399699986,0.0,0.0,0.0,0.004310344827586207,0.003278688524590164,0.0,0.002207505518763797,0.0,0.0,0.0,0.0,0.001732131030617963,0.0,0.0,0.0011363636363636363,0.0,0.2,0.0028494301139772044,0.058823529411764705,0.125,0.125,0.0,0.010869565217391304,0.9614407747009739,0.21739130434782608,0.2886178861788618,0.75,0.358974358974359,0.16666666666666666,0.14285714285714285,0.04081632653061224,0.10638297872340426,0.21428571428571427,0.4967601380665235,0.5517241379310345,0.005405405405405406,0.0003281305991235798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00524662292048427,0.004067301984094178,0.09090909090909091,0.0036112907161232203,0.004062238140478612,6.34170438311905e-05,0.0,0.125,0.9614399400459303,0.21739130434782608,0.31478367222137293,0.0,0.0,1.0,0.3333333333333333,0.6428571428571428,0.0,0.6666666666666666,0.0,0.0,1.0,0.125,0.7241379310344828,0.0,0.5,1.0,0.0,0.0,0.0,0.8241907628915914,0.972411382308079,0.5081643510403245,0.5058223555392807,0.999936318027272,0.01170784156696691,0.8431100119554049,0.9682030054397853,0.5820373759752525,0.5089905510529432,0.5089529379125799,0.5090009340094669,0.0010277492291880781,0.0027236824186299873,0.0014842801241397921,0.2222222222222222,0.00032355478861087147,0.001245995016019936,0.25,0.0015744166763379031,0.005194099458566935,6.7672339885144024e-09,1.6266727853267391e-07,0.006678288351560148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.02185792349726776,0.12624584717607973,0.003389830508474576,0.02185792349726776,0.07142857142857142,0.35211267605633806,0.875
9,-1,0.0,0.022727272727272728,0.015503875968992248,0.2,0.0,0.0,0.012987012987012988,0.010227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003096934035305048,0.0,0.0030052974735126324,0.002699460107978404,0.2,0.0017728078549024955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00285292169748841,0.0,0.0,0.010227272727272727,0.0,0.2,0.002699460107978404,0.058823529411764705,0.125,0.125,0.0,0.010869565217391304,0.952026160692563,0.43478260869565216,1.0,0.0,0.6153846153846154,0.22435897435897434,0.14285714285714285,0.04081632653061224,0.0851063829787234,0.21428571428571427,0.975978567770541,0.5517337164750957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015491832163768943,0.0007788500296827103,0.050505050505050504,0.0015812498715559987,0.000792176139617308,0.0005674156553317045,0.0,0.0,0.0,0.43477053140096616,0.0,0.0,0.7777777777777777,1.0,0.3333333333333333,0.6428571428571428,0.0,0.0,0.0,0.611111111111111,1.0,0.125,0.7241379310344828,0.0,0.0,1.0,0.0,0.0,0.0,0.7306420161484961,0.9641621326938248,0.5172101156516129,0.5103617504443638,0.9999032607258784,0.020819688696258637,0.0,0.0,0.0,0.7244404402564858,0.8926896664623029,0.5150197805572692,0.0005138746145940391,0.002587498297698488,0.001664192866459767,0.2222222222222222,0.00021570319240724764,0.001423994304022784,0.6666666666666666,0.0,0.0014937150109866242,3.7461641708425924e-10,8.336010931215027e-08,0.0034716125714859035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.08743169398907104,0.07308970099667775,0.003389830508474576,0.02185792349726776,0.014285714285714285,0.014084507042253521,0.25
